Date,Joke,Comedian,jokeID
8/30/16,Hillary Clinton has begun pledging $30 billion over the next decade to retrain coal miners to be able to work in newer technology businesses. So get ready for an interesting trip to the Apple store.,Seth Meyers,42612-8
8/30/16,"Donald Trump's recent claim that Hillary Clinton may be suffering from a secret ailment seems to have backfired on him, which has led to questions about his own health as well as a re-examination of the very strange letter written by Trump's doctor, Dr. Harold Bornstein, several months ago. Which read in part, 'If elected, Mr. Trump, I can say unequivocally, will be the healthiest individual ever elected to the presidency.' Then this week, Dr. Bornstein said that he wrote the letter in five minutes while Trump's limousine waited outside to pick the letter up.",Seth Meyers,42612-9
8/30/16,"With this happening again, my heart goes out to Weiner's wife and Hillary Clinton's right-hand woman, Huma Abedin. You know what they say:Fool me once, shame on you. Fool me twice, shame on me. Fool me three times...'Dammit Anthony!'",Stephen Colbert,42612-10
8/31/16,"We're now less than a month away from the first presidential debate. And get this - Donald Trump's campaign manager says that unlike most candidates, Trump may not practice beforehand with mock debates. That's because he plans on doing all his mocking at the debates.",Jimmy Fallon,42613-1
8/31/16,"Anthony Weiner's wife, Huma Abedin, has decided to finally separate from him after his latest sexting scandal. So, ladies, he's single. Donald Trump even weighed in on all this, saying our national security may have been compromised by the scandal, because Weiner's wife had access to Hillary's security briefs. I wouldn't worry, though, because Weiner's only sharing stuff that's in his own briefs.",Jimmy Fallon,42613-2
8/31/16,"We're going to have presidential debates soon. Both candidates are practicing for the debates and according to insiders, Hillary Clinton is still trying to find a stand-in for Donald Trump. So far, the best she's come up with is a car alarm stuffed inside a rotting pumpkin.",Conan O'Brien,42613-3
8/31/16,"Speaking of Trump, Sunday in California, several dozen Latinos held a rally for Donald Trump. They were a group calling themselves 'Latinos Who Don't Really Follow The News.'",Conan O'Brien,42613-4
8/31/16,"In other election news, Arizona and Florida are holding primaries today. Arizonans are voting for either John McCain or Kelly Ward, while Floridians are voting for either bath salts or meth.",Conan O'Brien,42613-5
8/31/16,"Hillary Clinton spoke yesterday about her preparation for the upcoming presidential debate and told reporters, quote, 'I do not know which Donald Trump will show up.' Will it be the kind, generous, intelligent Donald Trump, or will it be the one who exists?",Seth Meyers,42613-6
8/31/16,"Trump campaign manager Kellyanne Conway said in an interview today that Donald Trump's focus on a border wall is because a wall is something very easy for people to understand. Whereas, tax returns, super complicated.",Seth Meyers,42613-7
8/31/16,"That's right, Trump is focusing on a border wall, because a wall is something very easy for people to understand. But not if it comes from Ikea.",Seth Meyers,42613-8
8/31/16,"A new poll shows Hillary Clinton in an eight-point lead over Donald Trump in Pennsylvania, and boy did she work hard to win over those voters. Because most of the population of Pennsylvania is Amish.",Seth Meyers,42613-9
8/31/16,"A new report this week shows an emerging pattern of Vladimir Putin critics mysteriously dying over the last two years. Said Putin, 'I can explain, I can explain. I killed them.'",Seth Meyers,42613-10
8/31/16,"An African-American pastor who is a prominent Trump campaign surrogate tweeted out a cartoon of Hillary Clinton in blackface yesterday, and accused her of pandering to black voters. Clinton responded, calling the accusations quote, 'Untrue,' and, 'Whack as hell, dog.'",Seth Meyers,42613-11
8/31/16,"On September 26th, Donald Trump and Hillary Clinton will face off in a debate at Hofstra University. The Clinton campaign is using psychology experts to create a personality profile of Trump to figure out what his approach might be. Which I don't know, are they preparing for a debate or trying to catch the Zodiac killer?",Jimmy Kimmel,42613-12
8/31/16,"Hillary Clinton said, 'I'm not taking anything for granted, I don't know which Donald Trump will show up.' She's right, it could be the Donald Trump we see on cable news, could be the Donald Trump we see at these rallies, it could be Donald Trump Jr. Technically, still a Donald Trump.",Jimmy Kimmel,42613-13
8/31/16,"Hillary's plan is reportedly to try to bait Trump into saying something that will get him into trouble. They're said to believe he's most insecure about his intelligence, his net worth, and his image as a successful businessman.",Jimmy Kimmel,42613-14
8/31/16,"The first presidential debate is now less than one month away, and apparently the candidates have two very different ways of preparing. Hillary Clinton pores over briefing books, thick with policy arcana and opposition research. She rehearses over and over again to perfect the pacing and substance of her presentation. Of course, you know she's the perfect student. 'Uh, I'll answer your question, Mr. Moderator, but may I point out, you forgot to give us any homework today.'",Stephen Colbert,42613-15
8/31/16,"Meanwhile, Donald Trump is all about spectacle. One former aide said, 'Trump wants to be a showstopper in the Roman Coliseum, the main event at WrestleMania.' Which makes sense, since just like pro wrestling, you look at Trump's campaign and say, 'That's got to be fake!'",Stephen Colbert,42613-16
8/31/16,"[Referring to reports that hackers breached election systems in some US states] ""I can't believe our election has been hacked. ... Folks, we cannot let the Russians mess with presidential elections. Next will be something important like 'The Voice.'""",Stephen Colbert,42613-17
9/1/16,"Today, Donald Trump made a surprise trip to Mexico for a meeting with the country's President Enrique Pe?a Nieto. Or as Trump put it, 'Nice to meet you, Eric Pi?ata.'",Jimmy Fallon,42614-1
9/1/16,"Of course, Trump's meeting today is his big chance to convince Mexico that they should pay for his proposed border wall. I think he might have a tough time. ... When Hillary saw that Trump was in Mexico, she said, 'I'll pay for the wall.'",Jimmy Fallon,42614-2
9/1/16,"I saw that a reporter went through Hillary Clinton's schedule while she was secretary of State and found that she and Bill were often away from each other, sometimes even on different continents. When asked why they didn't try to coordinate their schedules, Hillary said, 'Oh, we did.' ",Jimmy Fallon,42614-3
9/1/16,"Chris Christie just vetoed a proposal to boost New Jersey's minimum wage to $15 an hour. Then fast food workers said, 'After all we've done for you?'",Jimmy Fallon,42614-4
9/1/16,"After his disappointing presidential run, former Texas Gov. Rick Perry will compete on the upcoming season of 'Dancing with the Stars.' Which is why this season will be called 'Dancing with the Stars and Rick Perry.'",Jimmy Fallon,42614-5
9/1/16,"Today, the President of Mexico hosted Donald Trump. ... It was just another example of a Mexican doing a job that Americans don't want.",Conan O'Brien,42614-6
9/1/16,"After insulting Mexico for the past year, Donald Trump was in Mexico today. Things got awkward when he made a speech that started out, 'Hola, rapists.'",Conan O'Brien,42614-7
9/1/16,"According to a new poll that just came out, Hillary Clinton is more unpopular than ever, but still not as unpopular as Donald Trump. ... So this election is kind of like asking people if they'd rather have chlamydia or gonorrhea.",Conan O'Brien,42614-8
9/1/16,"Donald Trump traveled to Mexico today to meet with President Enrique Pe?a Nieto, and said Trump, 'Wow, this place has more illegal immigrants than we do.'",Seth Meyers,42614-9
9/1/16,"Donald Trump and Mexican President Enrique Pe?a Nieto held a joint press conference this afternoon where Trump said the two did discuss his proposed border wall, but did not address payment for its construction. Said Trump, 'You know me, I don't like to talk about money.'",Seth Meyers,42614-10
9/1/16,"According to a poll released yesterday, Hillary Clinton and Donald Trump are now equally unpopular with registered voters. They're so unpopular, voters have begun cropping them out of their selfies.",Seth Meyers,42614-11
9/1/16,Trump campaign manager Kellyanne Conway today accused Hillary Clinton of engaging in psychological warfare after it was reported that Clinton is preparing for the upcoming debates by working with psychologists. While Donald Trump is working with their patients.,Seth Meyers,42614-12
9/1/16,"And according to a new report, the IRS discovered more than one million Americans have had their Social Security numbers stolen by undocumented immigrants. On the bright side, that means there's a real chance somewhere in America there's an illegal immigrant going by the name Donald J. Trump.",Seth Meyers,42614-13
9/1/16,"New Jersey Gov. Chris Christie vetoed a bill yesterday that would have increased the state's minimum wage to $15 an hour, something he'll regret when he moves on to his next job.",Seth Meyers,42614-14
9/1/16,"Democratic vice presidential nominee Tim Kaine yesterday attacked Donald Trump's reluctance to disclose his health and financial history, saying, 'When candidates are on the up-and-up, they have no problem disclosing information.' To which Hillary Clinton said, 'Shut up, stop talking about this sort of stuff.'",Seth Meyers,42614-15
9/1/16,"Donald Trump had quite a day. He took a quick jaunt to Mexico today to meet with President Pe?a Nieto. The Mexican president invited Trump to visit and Donald took him up on it, which had to be a surprise. It's kind of like when you invite a second cousin to your destination wedding - you hope he won't actually show up. But he did show up.",Jimmy Kimmel,42614-16
9/1/16,"Things got off to an awkward start when Pe?a Nieto came out to greet Donald Trump, and Trump handed him his keys.",Jimmy Kimmel,42614-17
9/1/16,"Meanwhile, Hillary Clinton, from a likability standpoint, has hit a new low. According to a new poll, 56 percent of Americans have an unfavorable view of the Democratic candidate for president, which puts her somewhere between pop-up ads and the Zika virus.",Jimmy Kimmel,42614-18
9/1/16,"And while that must certainly be of concern to the Clinton campaign, that same poll shows Donald Trump with an unfavorability rating of 63 percent, seven points higher than her. Maybe we should agree to not elect anyone. Do we really need a president? I'm pretty sure those Thanksgiving turkeys can pardon themselves, right?",Jimmy Kimmel,42614-19
9/1/16,"Right now, there are only two Americans with a higher unfavorable rating than Hillary Clinton or Donald Trump - Chris Brown and Ryan Lochte.",Jimmy Kimmel,42614-20
9/1/16,"Trump was invited to Mexico by their President Enrique Pe?a Nieto, which is a little strange since Nieto has previously compared Trump to Hitler and Mussolini. Which explains why the invitation asked Trump to choose chicken, fish, Hitler or Mussolini.",Stephen Colbert,42614-21
9/1/16,"Now, I am surprised really that Trump would go someplace so dangerous. And I don't mean the drug gangs. I mean people down there love hitting Trump-shaped pi?atas, and this was their chance to find out if he is actually full of candy.",Stephen Colbert,42614-22
9/1/16,"In a surprising new development in this presidential election, today Donald Trump made a last-minute trip to Mexico to meet with Mexican President Enrique Pe?a Nieto. And you just know that as soon as Trump crossed into Mexico, Hillary Clinton was like, 'Okay, let's get cracking on that wall.'",James Corden,42614-23
9/1/16,"Speaking of the wall, there's already some controversy. Because the Mexican president is saying that he told Trump that Mexico would not pay for the wall. While Trump says they never discussed who would pay for it. Now, in Trump's defense, whoever has gone down to Mexico and remembered what they did?",James Corden,42614-24
9/1/16,"But if you are feeling frustrated with Trump's Mexico antics and you're not quite sold on Hillary Clinton, luckily there's another presidential candidate who has been making her voice heard, and that's Green Party candidate Jill Stein. Now, if you don't know who Jill Stein is, just picture Bernie Sanders, and now picture the woman in the back of his rally selling dream catchers.",James Corden,42614-25
9/2/16,"[On Trump's immigration speech] ""So really, it's a two-step plan. Step one, he takes office. Step two, all the illegals are gone.""",Jimmy Kimmel,42615-1
9/2/16,"He also said there will be no amnesty for immigrants who come into this country illegally, which is very bad news for his next three wives.",Jimmy Kimmel,42615-2
9/2/16,"Hey, did you all see that big Trump speech last night? Man, I have not seen that many angry white people since they cancelled a Coldplay concert.",Stephen Colbert,42615-3
9/2/16,"Now, people are calling this a speech, but that implies Trump spoke. He really screamed, so I'm going to call this a screech.",Stephen Colbert,42615-4
9/2/16,"I'm starting to think there might be more than one Donald Trump. Here's my theory:Trump is actually three Oompa Loompas standing in a human pyramid inside his suit - one here, one there, and they take turns on who gets to be a head. One of them is reasonable, two of them really don't like immigrants. It would explain all his policy reversals and his skin tone.",Stephen Colbert,42615-5
9/2/16,"Yes, America has the right to choose immigrants who love us. And Donald Trump knows they're out there. He's already married two of them.",Stephen Colbert,42615-6
9/2/16,"Yes, Mexico doesn't know it yet, but they're going to pay for the wall. Here's what [Trump is] going to do:he's going to sneak it into the dinner check.",Stephen Colbert,42615-7
9/2/16,"A lot of people have said it's impossible to deport 11 million illegal immigrants, so Trump's only going to do two million in the first hour. It helps to break down a big task into manageable chunks.",Stephen Colbert,42615-8
9/2/16,"[On Trump's promises of ""extreme"" vetting of incoming immigrants] ""So extreme! There's going to be underwater paperwork, citizenship tests on a skateboard. Nobody gets in unless they can complete the 'American Ninja Warriors' course. And as always, our extreme vetting will be sponsored by Mountain Dew Baja Blast.""",Stephen Colbert,42615-9
9/2/16,"Turning to the 'where are they now' file. Hillary Clinton is still running for president. She's been keeping something of a low profile, raising some money. It could be because of the scandals that continue to swirl around the Clinton Foundation, the non-profit charity that she and Bill set up to ensure that future generations would have an ample supply of Clinton scandals.",Stephen Colbert,42615-10
9/2/16,"As bad as this all looks for Bill and Hillary, the investigation 'did not reveal anything illegal' - which, at this point, really should be Hillary Clinton's campaign slogan.",Stephen Colbert,42615-11
9/2/16,"Donald Trump gave a big speech on immigration last night. And during the speech, he said that Mexico is 100 percent going to pay for his, quote, 'Beautiful border wall.' Mexicans were like, 'Wait, you never said it was going to be beautiful. Who do we write the check out to?'",Jimmy Fallon,42615-12
9/2/16,"Last night, Donald Trump said if he's elected, he will employ a deportation task force. Yeah, it's not really necessary, because if he's elected, most people will probably leave voluntarily.",Conan O'Brien,42615-13
9/2/16,"In his speech last night, Donald Trump proposed new screening to prevent violent extremists from entering the US. ... In response, Trump's supporters said, 'But we're already here.'",Conan O'Brien,42615-14
9/2/16,"Last night, Donald Trump proposed a strict screening test for all prospective immigrants. Trump said the test would include questions about religious and political beliefs as well as a swimsuit competition.",Conan O'Brien,42615-15
9/2/16,"A prominent Latino Trump supporter announced today he is withdrawing his support for Donald Trump. ... He said, 'I would have done it sooner, but I just came out of a year-long coma.'",Conan O'Brien,42615-16
9/2/16,"A new poll reveals that supporters of both Hillary Clinton and Donald Trump are motivated by fear, not excitement. And third-party candidate Gary Johnson supporters are motivated by being related to Gary Johnson.",Conan O'Brien,42615-17
9/6/16,The Actors' Equity Association just announced that it's endorsing Hillary Clinton. Hillary said she has a lot of respect for actors because she has been auditioning for the same role for 25 years. ,Jimmy Fallon,42619-1
9/6/16,Paul McCartney and Jon Bon Jovi sang 'Hey Jude' at Hillary Clinton's fundraiser this week while she danced with Bill. Hillary and Bill said they were excited to dance to the song until they realized that 'Hey Jude' is over seven minutes long.,Jimmy Fallon,42619-2
9/6/16,"And Politico reports that in 2008, Donald Trump ventured into a mixed martial arts business that blended boxing, wrestling, and karate. You can tell he's pretty into prize fighting. In fact, he's been trying to give the upcoming election a catchy nickname like 'The Thrilla in Manila' or 'Rumble in the Jungle.' Let me give you a few examples. First up, there's 'The Hair Versus the Square.' Next we have 'The Tan Brute vs. the Pants Suit.' Finally, I think this is the one he's going to go with:'Mr. Cheeto vs. Mrs. Delete-o.'",Jimmy Fallon,42619-3
9/7/16,"Did you see Donald Trump dancing at the gospel church? Donald Trump this weekend, as part of his new initiative to woo African-American voters, visited the Great Faith Ministries Church in Detroit. He said he was there to listen. And I don't know what he was listening to, but based on his dancing, it clearly wasn't music.",Jimmy Kimmel,42620-1
9/7/16,After three weddings you'd think he'd have learned how to dance.,Jimmy Kimmel,42620-2
9/7/16,"I bet if you asked him if he's a good dancer he'd say, 'Yeah, I'm the best, nobody dances like me.' And it's true, nobody does dance like that.",Jimmy Kimmel,42620-3
9/7/16,"So Trump was at this church this weekend with Omarosa and Dr. Ben Carson - AKA, the two black people he knows.",Jimmy Kimmel,42620-4
9/7/16,"Meanwhile, Hillary Clinton claims she's really concerned that Russian President Vladimir Putin is trying to interfere with our election. She said, 'If you find a turtle on a fence post, it didn't get there by itself.' Dr. Phil is here tomorrow - I'm going to ask him what the hell that means.",Jimmy Kimmel,42620-5
9/7/16,"I know who didn't have a good weekend, was President Obama. He flew to China for Labor Day, because he wanted to see where American labor went.",Stephen Colbert,42620-6
9/7/16,"[On Philippines President Rodrigo Duterte's comments about President Obama] ""Look, I don't know how they do things in the Philippines, but over here we do not attack the woman who gave birth to the President, okay? We attack where she gave birth to him.""",Stephen Colbert,42620-7
9/7/16,"Speaking of Hillary, have you heard about the latest FBI report on her emails? Probably not, because they put it out the Friday before Labor Day. You can't hide that news more if you welded it inside a lead capsule and fired it into the heart of the sun.",Stephen Colbert,42620-8
9/7/16,"And one of the big revelations of this latest email dump is that Secretary Clinton didn't use just one smartphone in office as secretary of state, as she originally claimed. She used up to 13 different mobile devices in four years. Thirteen cell phones! Madam Secretary, tell the truth. Are you a crack dealer? Because I can't figure out why else you would need 13 phones.",Stephen Colbert,42620-9
9/7/16,"[On Trump's dancing at Great Faith Ministries Church] ""Trump doesn't just look like somebody who's never attended an African-American church. He looks like somebody who's never heard music before.""",James Corden,42620-10
9/7/16,"Yesterday in China, President Obama had a meeting with Vladimir Putin. And before they started, Obama texted Michelle, 'Going into a meeting, love you,' while Putin texted the same thing to Donald Trump.",Jimmy Fallon,42620-11
9/7/16,"A lot of people were saying President Obama was snubbed by China when they didn't have the stairs ready for him to get off the plane. In fact, Donald Trump said that if that ever happened to him, he'd just close the plane doors and leave the country. Then every other country was like, 'That's all we have to do? Thank you. That's perfect!'",Jimmy Fallon,42620-12
9/7/16,The latest CNN poll has Donald Trump beating Hillary Clinton 45 percent to 43 percent. But the good news is the staffer who informed Hillary is expected to make a full recovery.,Seth Meyers,42620-13
9/7/16,"Trump has a well-documented history of stoking racial resentment and attracting the support of white nationalists, but apparently he is hoping he can overcome all that by going to a church in Detroit and awkwardly swaying back and forth like a dad who brought his kids to a Demi Lovato concert.",Seth Meyers,42620-14
9/7/16,"[On Ben Carson checking his phone during the church service] ""It's not a good sign when Trump's most prominent black supporter gets caught acting like a white teenage girl.""",Seth Meyers,42620-15
9/7/16,"[On a Trump surrogate's ""taco trucks on every corner"" comment] ""Taco trucks on every corner? You can't threaten people with something they actually want. I mean, this is America. The only thing we love more than tacos are tacos that come to us.""",Seth Meyers,42620-16
9/8/16,"[On Donald Trump's plan to defeat ISIL] ""So the plan is to tell the generals to come up with a plan? Why didn't anyone think of that years ago?""",Jimmy Kimmel,42621-1
9/8/16,Thirty days. Is this a plan to beat ISIS or a Sandra Bullock movie? Because thirty days - he's running for president like he's running a Domino's Pizza franchise. ,Jimmy Kimmel,42621-2
9/8/16,"Over the summer, Donald Trump was way behind, but a new CNN poll has him up by two points nationally. Now, I'm not sure how that happened, I'm not sure how that happened. I'm going to say angry white men have started to reproduce asexually.",Stephen Colbert,42621-3
9/8/16,"[On Trump's attorney tweeting a picture of a cloud resembling Trump] ""Yes, God made a Trump-shaped cloud, though the cloud actually holds a position longer than the real Donald Trump can.""",Stephen Colbert,42621-4
9/8/16,"[On Rep. David Jolly (R) bringing a jar of mosquitoes to Congress] ""I also feel like Congressman Jolly inadvertently came up with a solution here, because all he has to do is lock the doors of Congress, smash his Zika jar, then we'll see how quickly Congress can work.""",Trevor Noah,42621-5
9/8/16,"Donald Trump just revealed that he's not practicing for the upcoming debates in a traditional way and has not been using a stand-in for Hillary, which explains why today I saw Trump at Ann Taylor Loft yelling at a mannequin.",Jimmy Fallon,42621-6
9/8/16,"Hillary said yesterday there's so much speculation about her, she's probably created a lot of jobs at the, quote, 'conspiracy theory factory.' Then conspiracy theorists were like, 'I knew there was a factory.'",Jimmy Fallon,42621-7
9/8/16,"The New York Times reports that the Obamas could make $45 million from book deals after leaving the White House. And believe it or not, the President's already got one book finished. It's called, 'Are You There, Golf? It's Me, Barack.'",Jimmy Fallon,42621-8
9/8/16,"Jessica Alba's Honest Company is selling bipartisan diapers, featuring the Democratic donkey and the Republican elephant holding hands. Because at the end of the day, both Republicans and Democrats are basically full of the same thing.",Jimmy Fallon,42621-9
9/8/16,"Donald Trump said this afternoon that Hillary Clinton's foreign policy plans are 'reckless, trigger-happy, and very unstable.' Then he said, 'Oh, wait, wait, hold on, yep, yep, my bad, these are mine, these are mine.'",Seth Meyers,42621-10
9/8/16,"Hillary Clinton's running mate, Tim Kaine, criticized Donald Trump yesterday during a speech in North Carolina, saying the prospect of Donald Trump as commander-in-chief 'scares him to death.' Then again, look at Tim Kaine - you could scare him to death with a bicycle bell.",Seth Meyers,42621-11
9/8/16,"Donald Trump said last night that on his first day in office he would give top military brass 30 days to submit a plan to defeat ISIS, and then whoever submits the best plan would move on to the final round.",Seth Meyers,42621-12
9/8/16,"[On a Clinton aide saying he smashed two of her old BlackBerry devices with a hammer] ""Now, to be fair, those were BlackBerrys, and anyone who has ever used a BlackBerry has wanted to smash it with a hammer.""",Seth Meyers,42621-13
9/8/16,"Trump and his daughter Ivanka each gave $500 to [Florida AG Pam] Bondi's campaign in the fall of 2013 as well. Because everyone knows there's three things Ivanka Trump cares about:the real estate business, high-end fashion, and down-ballot Florida politics.",Seth Meyers,42621-14
9/9/16,"Last night, Matt Lauer interviewed Donald Trump and Hillary Clinton back-to-back in front of a crowd of American veterans, and the winner - at least, according to the polls - the leader who came off as strongest and best last night was Vladimir Putin. ",Jimmy Kimmel,42622-1
9/9/16,"Donald Trump loves Vladimir Putin. After all is said and done, even if he doesn't become president, at the very least, Donald Trump is going to have amazing sex with Vladimir Putin.",Jimmy Kimmel,42622-2
9/9/16,The one guy Donald Trump has nothing bad to say about is Vladimir Putin. Maybe he's afraid Putin will cut off his supply of wives.,Jimmy Kimmel,42622-3
9/9/16,"[On Gary Johnson's ""What is Aleppo?"" comment] ""I hate to say it, but that could cost him the election. Ironically, the thing that finally put Gary Johnson on the map is not knowing the map.""",Jimmy Kimmel,42622-4
9/9/16,"[On NBC's Commander-In-Chief Forum] ""Last night, they held like a mini-debate, like an appetizer debate. ... It took place right here in New York, on the aircraft carrier Intrepid."" After Hillary Clinton and Donald Trump ""were on board, a lot of people were tempted to just cut the lines and let it drift out to sea.""",Stephen Colbert,42622-5
9/9/16,"[On Trump's plan for ISIL] ""Just to recap, he has a plan he hasn't come up with, but if the generals bring him a plan that's similar to the plan he doesn't have, he may go with that plan, which he can't tell us about because it's a secret plan that he does not have. Make America great again.""",Stephen Colbert,42622-6
9/9/16,"[Mocking Matt Lauer] ""Sorry, Secretary Clinton, foreign policy is like pizza delivery. If you can't get your plan out in 30 seconds or less, Russia gets a free Ukraine.""",Stephen Colbert,42622-7
9/9/16,"[Mocking Gary Johnson's ""What is Aleppo?"" commen] ""Got it, got it, got it. Aleppo. Aleppo. I thought you said 'a leopard.' I was like, 'What would I do about a leopard? Probably run away from it.'""",Stephen Colbert,42622-8
9/9/16,"I haven't seen someone go blank like that since I was asked, 'Who is Gary Johnson?'",Stephen Colbert,42622-9
9/9/16,"[On NBC's Commander-In-Chief Forum] ""The candidates decided who would go first with a coin toss. ? Donald Trump called heads, but just in case he lost, he also called the whole thing rigged.""",James Corden,42622-10
9/9/16,"During World War II, on multiple occasions, kamikaze planes crashed into the Intrepid, and last night, Matt Lauer continued that tradition because I don't know what the [bleep] he was doing, and neither did he.",Trevor Noah,42622-11
9/9/16,Matt Lauer was criticized from both sides for not being tough enough on the candidates on issues of national security. And I think Lauer tried to make up for it this morning by grilling Rachael Ray on how she'd defeat ISIS.,Jimmy Fallon,42622-12
9/12/16,"It is fashion week, and I saw that during one interview, Kendall Jenner made the comment that Hillary Clinton might look good in a jumpsuit. And Hillary said, 'Well, hopefully they never find those emails, or it's going to be an orange jumpsuit.' ",Jimmy Fallon,42625-1
9/12/16,"Actually, yesterday Hillary said that the media coverage of her campaign is frustrating, and that Donald Trump's campaign is being treated more favorably than hers. Then CNN said, 'Shh, Trump's about to tweet something.'",Jimmy Fallon,42625-2
9/12/16,"Now there's a conspiracy theory making the rounds online that Hillary Clinton was being fed answers through an earpiece during her town hall last week. She had a secret earpiece. Hillary said, 'I promise you it wasn't an earpiece or my name isn't...Hillary...Hillary.'",Jimmy Fallon,42625-3
9/12/16,"Donald Trump said this week that Vladimir Putin has been a leader far more than our President has been a leader. And he's got a point. I mean, if President Obama was as strong a leader as Vladimir Putin, Donald Trump would be dead by now.",Seth Meyers,42625-4
9/12/16,"While Donald Trump often cites a quote in which Vladimir Putin allegedly called him brilliant, language experts are saying that the Russian word used does not mean brilliant in the terms of intelligent, but more like a bright light or colorfulness. You know, like a big neon sign that says, 'Moron.'",Seth Meyers,42625-5
9/12/16,"Fox News anchor Chris Wallace, who will be moderator for the final presidential debate of election season, said in an interview this week that he doesn't feel it's his job to call out the candidates when they lie. 'Super!' said Hillary and Donald at the same time.",Seth Meyers,42625-6
9/12/16,"This week the presidential candidates have been focusing on national security, which in any other year could be a real weakness for Hillary Clinton, given her support for the war in Iraq. But, of course, her opponent is Donald Trump, who keeps finding ways to remind us he has no idea what he's talking about.",Seth Meyers,42625-7
9/12/16,"Now, remember, Hillary supported the wars in Iraq, in Libya. She has a hawkish streak that deserves scrutiny and criticism, especially considering how wary many Americans have become of foreign military intervention. Fortunately for Hillary, she's running against an opponent whose main foreign policy experience is the time he invaded Scotland with a golf club.",Seth Meyers,42625-8
9/13/16,"Guys, here's the latest on the election. Hillary Clinton had to walk back a comment she made about Trump supporters last week. A lot of people were really upset about this. ... So, if you're keeping track, Trump supporters are deplorable, and Hillary supporters are deportable.",Jimmy Fallon,42626-1
9/13/16,"But of course, the big story right now is that Hillary was just diagnosed with pneumonia. And to everyone's surprise, Trump has refused to attack her while she's sick and even said that he hopes she feels better. At which point, people started asking Trump if he was feeling okay.",Jimmy Fallon,42626-2
9/13/16,"I heard about a new movie coming out that chronicles President Obama's first year at Columbia University, called, 'Barry.' ... It's 104 minutes long, and that's just Obama introducing himself to his roommate.",Jimmy Fallon,42626-3
9/13/16,"Hillary Clinton not feeling well. Here's the interesting thing - Donald Trump is being nice about it. That's right, Donald Trump said he wishes Hillary Clinton a speedy recovery from her 'New Mona.'",Conan O'Brien,42626-4
9/13/16,"Some conspiracy theorists, and there are a lot of them out there. ... Some are claiming that Hillary Clinton is so sick that she's been using a body double. When Bill Clinton heard about it, he said, 'Man, I wish.'",Conan O'Brien,42626-5
9/13/16,"After Hillary Clinton's health scare yesterday, Donald Trump said he'll release his medical records, and he said he's expecting some 'very large numbers.' Trump said, 'I'm going to show you a prostate that's huge! It's a huge prostate.'",Conan O'Brien,42626-6
9/13/16,"Hillary Clinton upset Republicans this weekend after she accused half of Trump supporters of belonging to a 'basket of deplorables,' which is also Trump's usual order at KFC.",Seth Meyers,42626-7
9/13/16,"RNC Chairman Reince Priebus spoke out against Hillary Clinton's attack on Donald Trump's supporters and said, 'Clinton's comments show outright contempt for ordinary people.' Then again, so does the name Reince Priebus.",Seth Meyers,42626-8
9/13/16,"Hillary Clinton left the Ground Zero memorial service early yesterday because she felt overheated. Said Trump, 'Hey, if anyone's too hot, it's my daughter Ivanka.'",Seth Meyers,42626-9
9/13/16,"Following the announcement that Hillary Clinton has pneumonia, Sen. Chuck Schumer said today that he was also diagnosed with pneumonia several weeks ago. And Vice President Joe Biden also stepped up and admitted he is suffering from disco fever.",Seth Meyers,42626-10
9/13/16,"Following the news that Hillary Clinton is suffering from pneumonia, Donald Trump has promised to release his own medical records. 'Wait, you wanted me to save those?' said his doctor.",Seth Meyers,42626-11
9/13/16,"Green Party candidate Jill Stein said on Sunday that she would not have assassinated Osama bin Laden, but instead would have captured him and brought him to trial. I would say that would hurt her poll numbers, but she only has one.",Seth Meyers,42626-12
9/13/16,"You probably know Hillary was coughing a lot in public last week, and then yesterday she was forced to leave a 9/11 memorial because she was feeling faint. Turns out, on Friday Clinton's doctor had diagnosed her with pneumonia, but they kept it secret until this happened, and they were forced to admit it. These conspiracy theories about Hillary Clinton's health would be a lot harder to believe if they didn't actually come true.",Jimmy Kimmel,42626-13
9/13/16,It is kind of funny that the people who don't think Hillary Clinton is fit and healthy enough to be president are so worried that Hillary Clinton is fit and healthy enough to be president.,Jimmy Kimmel,42626-14
9/13/16,"While in New York, Hillary became overheated and had to leave an event to receive medical attention. It turns out that she had been diagnosed with pneumonia on Friday. I mean, this was a scary moment for Donald Trump, because he was thinking, 'Oh, God, I might actually have to be the president.'",James Corden,42626-15
9/13/16,"But today on Fox News, Trump actually said, he said, 'I just hope she gets well and gets back on the trail.' I mean, forget Hillary, is Trump okay?",James Corden,42626-16
9/14/16,"In North Carolina yesterday, a fight broke out at a Trump campaign rally. Either that or a Trump campaign rally broke out in a fight. I don't know which came first.",Jimmy Kimmel,42627-1
9/14/16,"This weekend at a fundraiser, Hillary Clinton called half of Donald Trump's supporters a, quote, 'basket of deplorables.' Which happens to be the least-popular item in the Harry and David catalog.",Jimmy Kimmel,42627-2
9/14/16,"Later she tried to walk the deplorable comment back. But while she was walking, she collapsed and had to be carried into her van. ",Jimmy Kimmel,42627-3
9/14/16,"It has been a rough week for Hillary Clinton. She has been dropping in the polls, and over the weekend, even her immune system turned against her. No surprise - all the white blood cells are voting for Trump.",Stephen Colbert,42627-4
9/14/16,"What is a basket of deplorables, okay? It sounds like the worst-selling item at Edible Arrangements. Or maybe your cousin's suburban punk band. Or even better, maybe the Korean translation of the 'Minion' movie.",Stephen Colbert,42627-5
